#CODE;RUSSIAN;x
INSULT_PIGFACE;хрюшка;x #child
EVTDESC_GBC_8;Тихое спокойное утро. Я в св[Root.GetMyChamberPREP] кормил[Root.GetEndA] любимую сову. Вдруг [GBC_new_friend.GetFirstName] ворва[GBC_new_friend.GetLasLsya] в комнату и сразу направи[GBC_new_friend.GetLasLsya] к Гекате. "Я передумал[GBC_new_friend.GetEndA]!" — заявил[GBC_new_friend.GetEndA] [GBC_new_friend.GetSheHe], бесцеремонно забрав клетку.;x
EVTOPTA_GBC_8;Эй, постой! Что случилось?!;x
EVTOPTB_GBC_8;Ты не можешь её забрать! Я тебе не позволю!;x
EVTOPTC_GBC_8;Ладно. Я всё равно уже устал[Root.GetEndA] от этого.;x
EVTDESC_GBC_9;[GBC_new_friend.GetFirstName] останови[GBC_new_friend.GetLasLsya] и закрыл[GBC_new_friend.GetEndA] своё лицо руками: "Прости, [Root.GetFirstName]. Я не знаю, что делаю". Когда [GBC_new_friend.GetSheHe] убрал[GBC_new_friend.GetEndA] руки, я увидел[Root.GetEndA], как по [GBC_new_friend.GetHersHis] щекам текли слёзы: "Мне кажется, я умираю. Я покину тебя точно так же, как [GBC_dead_one.GetFirstName] покинул нас".;x
EVTOPTA_GBC_9;Я видел[Root.GetEndA] чуму. Уверяю тебя, это не она.;x
EVTOPTB_GBC_9;Успокойся, [GBC_new_friend.GetFirstName]!;x
EVTDESC_GBC_10;[GBC_new_friend.GetFirstName] упал[GBC_new_friend.GetEndA] на колени и зарыда[GBC_new_friend.GetEndA]: "Мне не следовало обременять тебя этим. Меня вообще не должно быть здесь!"\n[GBC_new_friend.GetFirstName] убежал прочь, оставив меня наедине с загадочной птицей.;x
EVTOPTA_GBC_10;Мы поговорим, когда [GBC_new_friend.GetSheHe] будет готов[GBC_new_friend.GetEndA].;x
EVTOPTB_GBC_10;Что с н[GBC_new_friend.GetEyIm] случилось? Я долж[Root.GetNaEn] это выяснить!;x
EVTDESC_GBC_11;[GBC_new_friend.GetFirstName], пробормотав проклятья, резко ударил[GBC_new_friend.GetEndA] кулаком по стене. "Вы не понимаете... Не так ли, [Root.PrimaryTitle.GetFOA]?! Всё сгинет в небытие! И Вы, и я, и даже эта чёртова птица!" — прокричал[GBC_new_friend.GetEndA] [GBC_new_friend.GetSheHe]. Сова уставилась на меня с полным безразличием в глазах.;x
EVTOPTA_GBC_11;Прочь из м[Root.GetMyChamberGEN]... Выметайся!;x
EVTOPTA_GBC_11_TOOLTIP;§Y[GBC_new_friend.GetFirstName]§! уходит, громко хлопнув дверью.\n;x
EVTDESC_GBC_17_A;Когда [GBC_new_friend.GetTitledFirstName] пригласил[GBC_new_friend.GetEndA] меня на охоту, я был[Root.GetEndA] очень рад[Root.GetEndA]. Поначалу [GBC_new_friend.GetSheHe] немного нервничал[GBC_new_friend.GetEndA], но вскоре мы вернулись к прежней непринуждённости. Я познакоми[Root.GetLasLsya] с [GBC_new_friend.GetHersHis] новым соколом по имени [Root.GetFirstName]! Если [GBC_new_friend.GetSheHe] и бол[GBC_new_friend.GetSoftNaEn], то умело это скрывает.;x
EVTDESC_GBC_17_B;Признаюсь, когда [GBC_new_friend.GetTitledFirstName] пригласил[GBC_new_friend.GetEndA] меня на охоту, я был[Root.GetEndA] в замешательстве. Мы избегали друг друга с того самого разговора, но что-то мне подсказывает - пора простить [GBC_new_friend.GetHersHis]. Конечно, было весело, я познакоми[Root.GetLasLsya] с [GBC_new_friend.GetHersHis] новым соколом по имени [Root.GetFirstName]. Но думаю, [GBC_new_friend.GetHersHis] что-то гложет, и мы должны поговорить об этом.;x
EVTOPTA_GBC_17;Даже солнце поднимается и опускается время от времени.;x
EVTOPTA_GBC_17_TOOLTIP;Будущее неопределённо, но по крайней мере Вы снова на [GBC_new_friend.GetHersHis] стороне.;x
EVTOPTB_GBC_17;У друзей нет секретов, не так ли?;x
EVTOPTB_GBC_17_TOOLTIP;Вы надеетесь, что пройдёте через это вместе, несмотря на неопределённость будущего.;x
EVTNAME_GBC_12;Mелкие неурядицы;x
EVTDESC_GBC_12_A;Сама мысль о том, что [GBC_new_friend.GetTitledName] может покинуть этот мир, серьёзно подкосила Вас. Но сегодня, когда [GBC_new_friend.GetSheHe] присоедини[GBC_new_friend.GetLasLsya] к Вам за завтраком, [GBC_new_friend.GetHersHis] уверенная походка и широкая улыбка стали для Вас глотком свежего воздуха. Что-то изменилось в н[GBC_new_friend.GetEyYom]...\n"Представляешь, лекарь говорит, это была обычная лихорадка! — ликующе заявил[GBC_new_friend.GetEndA] [GBC_new_friend.GetSheHe]. — Ну брось... Ты ведь не думал[Root.GetEndA], что я оставлю тебя? Кто же присмотрит за государством? Ладно, но кто присмотрит за тобой?";x
EVTDESC_GBC_12_B;В последнее время вы редко общались друг с другом, поэтому Вас удивило, когда [GBC_new_friend.GetTitledName] присоедини[GBC_new_friend.GetLasLsya] к Вам за завтраком. [GBC_new_friend.GetHersHisCap] лицо выражало некоторую смесь радости и смущения. Ел[GBC_new_friend.GetEndA] [GBC_new_friend.GetSheHe] медленно и неуверенно, как будто хотел[GBC_new_friend.GetEndA] что-то сказать.\n"Знаешь... Я думал[GBC_new_friend.GetEndA], что умираю...", — в конце концов вымолвил[GBC_new_friend.GetEndA] [GBC_new_friend.GetSheHe], вынудив Вас остановить свою руку на полпути ко рту.\n"Умираешь?" — повторили Вы.\n"Ерунда, оказалось, обычная лихорадка, — продолжил[GBC_new_friend.GetEndA] [GBC_new_friend.GetSheHe], покраснев. — Прости, что дал[GBC_new_friend.GetEndA] тебе повод волноваться".;x
EVTOPTA_GBC_12;А я знал[Root.GetEndA], что не о чем волноваться!;x
EVTOPTB_GBC_12;Я рад[Root.GetEndA], что ты в порядке.;x
EVTOPTA_GBC_12_TOOLTIP;Всё хорошо.;x
EVTNAME_GBC_13;Pедкость истинной дружбы;x
EVTDESC_GBC_13_A;Опасаясь заражения, лекарь запретил Вам входить. "[GBC_new_friend.GetTitledName] серьёзно бол[GBC_new_friend.GetNaEn]. Понимаю, Вы хотите попрощаться, пока [GBC_new_friend.GetSheHe] ещё с нами, но это слишком опасно." — сказал он. Может это и не важно, но [GBC_new_friend.GetFirstName] долж[GBC_new_friend.GetNaEn] знать, что Вы беспокоитесь о н[GBC_new_friend.GetEyYom]. В главном зале Вы собрали [Root.Capital.County.GeAdjective]ский хор, они будут петь [GBC_new_friend.GetHersHis] любимые гимны, пока [GBC_new_friend.GetSheHe] не перейдёт лучший мир, зная, что о н[GBC_new_friend.GetEyYom] помнят.;x
